OSSINING MUSIC CENTER||||144-146 CROTON AVENUE|OSSINING|NY|10562|914-762-0877|1-914-762-0881|ossiningmusiccenter@aol.com|0000104476
PACE AUDIO SERVICES||||PO BOX 30570|ALBUQUERQUE|NM|87190|505-881-7002|1-505-881-0004|bpace@paceaudio.com|0000104484
PACIFIC MUSIC||||16279 CLEVELAND ST.|REDMOND|WA|98052|425-885-9703|1-425-883-3890||0000104485
PALADIN PROTECTIVE SYSTEMS||||7680 HUB PARKWAY|VALLEY VIEW|OH|44125|216/441-6500|1-216-441-5150|BOBSR@PALADINPS.COM|0000104488
PALEN MUSIC CENTER INC.||||1560 E. RAYNELL|SPRINGFIELD|MO|65804|417-882-7000|1-417-882-7006|PCARSON@PALENMUSIC.COM|0000104489
MUSICIANSBUY.COM|AKA, PALM BEACH MUSIC|||3900 FISCAL COURT,STE.200|RIVIERA BEACH|FL|33404|561-842-4246|561-840-9032|ADMIN@MUSICIANSBUY.COM|0000104491
PARADISE GUITARS||||921 INMAN PARKWAY|BELOIT|WI|53511|608-364-4960|1-608-364-0144|PARADISEGUITARS@HOTMAIL.COM|0000104493
CHAS PARKER MUSIC CO INC||||9941 NORTH FREEWAY|HOUSTON|TX|77037|281-820-0031|1-281-820-0013|lskroger@swbell.net|0000104496
PARKWAY MUSIC||||1777 ROUTE 9|CLIFTON PARK|NY|12065|518 383 0300|1-518-383-5498|tom@parkwaymusic.com|0000104498
PARTS ORDERS - COD||||8760 SO SANDY PKWY|SANDY|UT|84070||||0000104499
PARTS ORDERS-PREPAID||||8760 SO SANDY PKWY|SANDY|UT|84070||||0000104500
PEACHSTATE AUDIO & LIGHTING|(DANA HUNTER/ACCOUNTING)|||PO BOX 3309|SUWANEE|GA|30024|770-945-1028|1-770-945-0184|mike@peachstateaudio.com|0000104509
PEACHTREE MUSIC INC||||P.O. BOX 187|STOCKBRIDGE|GA|30281|(770) 474-9177|||0000104510
PEATES MUSIC HOUSE||||52 FRANKLIN SQUARE|UTICA|NY|13502|315-735-8563|1-315-735-8565||0000104511
PECKNEL MUSIC CO||||1312 N PLEASANTBURG DRIVE|GREENVILLE|SC|29607|(864) 244-7881|1-864-244-7894|purchasing@pecknelmusic.com|0000104513
PENN AVE MUSIC||||2610 PENN AVE|WEST LAWN|PA|19609|610-678-2888|1-610-678-2894|PENNAVEMUSIC@COMCAST.NET|0000104514
PERRY'S MUSIC CENTER||||154 EAST ST CHARLES ROAD|VILLA PARK|IL|60181|630-833-3276|||0000104517
PERU MUSIC CENTER||||15 EAST MAIN STREET|PERU|IN|46970|765-473-6608|1-765-473-6609|pmmusic@comteck.com|0000104518
PETE'S MUSIC||||1742 SOUTH EUCHID|ANAHEIM|CA|92802|714-778-2548|||0000104521
PHILLIPS PRO AUDIO||||7425 S. TELEGRAPH|TEMPERANCE|MI|48182|(734) 847-5105|1-734-847-4974|info@phillipsproaudio.com|0000104525
PIANOS N STUFF||||468 FREEPORT ROAD|BLAWNOX|PA|15238|412-828-1003|1-412-828-6405|office@nstuffmusic.com|0000104529
PICCOLOS MUSIC||||1415 11TH AVE|HELENA|MT|59601|406-443-4709|1-406-443-0529|piccolosmusic@hotmail.com|0000104530
PICK N GRIN||||106 GORE ROAD|KNOXVILLE|TN|37919|865-588-5361|1-865-588-5363|sales@pickngrin.com|0000104531
PICKERS EXCHANGE||||3240 BRAINARD RD|CHATTANOOGA|TN|37411|423-629-1661|1-423-629-1676||0000104532
PICKERS SUPPLY INC.||||902 CAROLINE STREET|FREDERICKSBURG|VA|22401|540-571-4669|1-540-271-0045|PICKERS@VERIZON.NET|0000104533
PITTSBURGH GUITAR||||1409 EAST CARSON STREET|PITTSBURGH|PA|15203|412-431-0700|1-412-381-0866||0000104535
PLAYERS GUITARS||||6961 WEST 111TH STR|WORTH|IL|60482|708-671-0710|||0000104541
PMA INDUSTRIES INC||||681 KILLINGLY STREET|JOHNSTON|RI|02919|(401) 421-6221|1-401-421-6379|peter@pmaav.com|0000104543
PONCE DE LEON MUSIC CENTER||||1060 DAHLONEGA HWY.|CUMMING|GA|30040|770-889-7616|1-770-205-9722|kitsey@poncedeleonmusic.com|0000104544
PORTMAN'S MUSIC CENTER INC.||||PO BOX 15999|SAVANNAH|GA|31416|912-354-1500|1-912-351-2028|andrewsfa@aol.com|0000104546
POWER SOUND OF NEW ENGLAND||||72 ROUTE 236 SUITE 103|KITTERY|ME|03904|(603) 436-4850|1-207-438-9546|PWRSOUND1@AOL.COM|0000104550
Precision Audio, Inc||||P.O. Box 745|Mayfield|KY|42066|270-247-8838|1-270-247-8867||0000104555
PRECISION SYSTEMS DESIGN||||101 EAST US 80|BLOOMINGDALE|GA|31302|912-748-4440|1-912-748-1608||0000104556
PRO MEDIA ULTRA SOUND|SERB SYSTEMS INC|||800 ALFRED NOBEL DRIVE|HERCULES|CA|94547-1807|(510) 741-2925|1-510-741-0790|KATE@ULTRAPROMEDIA.COM|0000104565
PRO MUSIC|GATEWAY SHOPPING CENTER|||1820 6th. STREET S.E.|DECATUR|AL|35601|256-350-8533|1-256-350-8533||0000104566
PRO MUSIC & SOUND||||2703 ROUTE 17 SUITE - B|YORKTOWN|VA|23693|757-867-7115|1-757-867-8472|magickeys1@yahoo.com|0000104567
Pro Sound Music Shop, Inc||||614 N. Clark Blvd|Clarksville|IN|47129|812-288-6315|1-812-288-6998||0000104573
PROFESSIONAL AUDIO***||||470 HIGHWAY 431|MARTIN|TN|38237-5291|731-587-5730|1-731-587-4032||0000104577
PROFESSIONAL CONCERTS||||1487 N. COLEY RD|TUPELO|MS|38801|662-842-0300|1-662-844-8085|terryprocon@gmail.com|0000104579
PROFESSIONAL SOUND & MUSIC||||4593 MISSION GORGE PLACE|SAN DIEGO|CA|92120|(619) 583-7851|1-619-583-0965|sales@prosound.com|0000104581
PROLIGHT STAGE LIGHTING & SOUND|||DAVID & BRIAN BRYLEY|10753 S. TRACY RD.|SOLON SPRINGS|WI|54873|218-340-8537|1-715-378-4382|prolightinc@1st.net|0000104588
PULSE MUSIC||||220 E. MARKLAND AVE.|KOKOMO|IN|46901|765-457-5605|1-765-457-5207|randy@pulseonline.com|0000104599
PULSE MUSIC||||220 E. MARKET ST.|LOGANSPORT|IN|46947|574-753-6683|1-574-753-4110|logan@pulseonline.com|0000104600
QEY, INC DBA QUALITY ELECTRONICS||||7761 SANTA MONICA BLVD|W. HOLLYWOOD|CA|90046|323/656-2475|1-323-656-1298|qualityorder@aol.com|0000104601
QUALITY SOUND ENTERPRISES INC||||833 BRAGG BLVD|FAYETTEVILLE|NC|28301|(910) 483-1212|1-910-483-0483|marklynch@qualitysoundinc.com|0000104604
QUATTLEBAUM MUSIC||||101 W. ARCH STREET|SEARCY|AR|72143|501-268-6694|501-268-7304|qmusic1@sbcglobal.net|0000104607
QUIGLEY MUSIC CO.||||7800 TROOST AVE.|KANSAS CITY|MO|64131|816-361-2050|1-816-361-2056|QUIGLEY@QUIGLEYMUSIC.COM|0000104609
QUINNS MUSIC||||210 SOUTH MICHIGAN AVE|BIG RAPIDS|MI|49307|231-796-5651|231-796-7188|sales@quinnsmusic.com|0000104610
QUINTANA'S KEYBOARD MUSIC||||200 WEST COAL|GALLUP|NM|87301|505-863-5577|1-505-863-5577|quintanasmusic@usa.net|0000104611
RAINBOW GUITARS||||2550 NORTH CAMPBELL AVE|TUCSON|AZ|85719|520-325-3376|1-520-326-7207|HARVEY@RAINBOWGUITARS.COM|0000104617
RAINBOW MUSIC||||1148 LEONARD NW|GRAND RAPIDS|MI|49504|616-774-0565|1-616-774-0341|rainbowmusic@att.net|0000104618
RAY SUPPLY||||871 ROUTE 9|QUEENSBURY|NY|12804|518-792-5848|1-518-792-1727|GREGORY.GOETZ@ROADRUNNER.COM|0000104625
RCC SYSTEMS, INC.||||11686 LACKLAND RD|ST. LOUIS|MO|63146-3527|314-429-6060|1-314-429-1220|lstiffelman@rccsystems.com|0000104628
RECORD CELLAR INC.||||2301 N DAVE LYLE BLVD#192|ROCK HILL|SC|29730|803-366-6139|1-803-366-8309|rcellar@comporium.net|0000104634
RECORD HEAD||||7045 W. GREENFIELD AVE.|WEST ALLIS|WI|53214|414-453-3900|1-414-453-1756|recordhead@voyager.net|0000104635
RECORD HEAVEN||||127 WEST TAYLOR|GRIFFIN|GA|30223|770-227-5259|1-770-227-5259|recordheaven@yahoo.com|0000104636
RENO'S DISCOUNT AUDIO||||22031 ORCHARD ST.|WOODHAVEN|MI|48183|734-374-1110|1-734-675-9865||0000104645
RHAPSODY MUSIC||||326 MADISON AVE.|MANKATO|MN|56001|507-387-2562|1-507-387-5938|rmusic2@hickorytech.net|0000104650
RICHARDS MUSIC||||1220 EAST NORTHSIDE DR|JACKSON|MS|39211|601-982-4004|||0000104654
RICKS MUSIC WORLD, LTD.||||421 NEW STATE HWY (RT 44)|RAYNHAM|MA|02767|(508) 977-0200|1-508-977-9849|accounting@ricksmusic.com|0000104660
RIKS MUSIC & SOUND INC.||||8426 KINGSTON PIKE|KNOXVILLE|TN|37919|865-691-9590|1-865-691-5379|riks@bellsouth.net|0000104663
TIGER ELECTRONICS||||1824 ATLANTIC AVENUE|BROOKLYN|NY|11233|718-604-2299|1-718-604-2279|TIGERELECTRONIC@AOL.COM|0000104665
RITCHIES MUSIC||||424 US HIGHWAY 46|ROCKAWAY|NJ|07866|973-625-2500|1-973-625-1894|ritchiesmusic@optionline.net|0000104666
RJ MARKETING||||5700 GRIFFITH ROAD|LATONSVILLE|MD|20882|301-251-0330|1-301-424-2035||0000104670
ROBBIES MUSIC||||280 D RT 17 SO|MAHWAH|NJ|07430|973-529-3860|||0000104673
ROBBIE'S MUSIC||||514 RTE 46 EAST|WAYNE|NJ|07470|973-256-1717|1-973-256-5859|ROBBIESMUSIC@VERIZON.NET|0000104674
ROBERSON MUSIC COMPANY||||305 E. MAIN|EL DORADO|AR|71730|870-862-4992|1-870-862-9709||0000104677
ROCK AND SOUL ELECTRONICS||||462 7TH AVENUE|NEW YORK|NY|10018|212-695-3953|1-212-564-5358|ROCKANDSOUL@MSN.COM|0000104681
ROCKIN ROBIN||||3619 SOUTH SHEPARD|HOUSTON|TX|77098|713-301-8581|1-713-529-0850|ROCKINROBINTX@AOL.COM|0000104683
ROD'S MUSIC & SOUND|||THE COMBO DEPT|PO BOX 1503|GREAT FALLS|MT|59403|406-771-1314|1-406-452-8464|rodsmusic@bresnan.net|0000104685
ROLL OVER BEETHOVEN'S||||16130 MAIN STREET|HESPERIA|CA|92345|760-244-8822|1-760-244-0164|info@rolloverbeethovens.com|0000104686
RONDO MUSIC||||1597 HWY 22 W|UNION|NJ|07083|908-687-2250|908-686-8839|audrey@norcom.org|0000104690
RONNIE STEEL GUITAR||||623 ALBERT PIKE|HOT SPRINGS|AR|71913|501-623-4603|1-501-523-997||0000104691
RON'S GUITARS||||785 LONG HILL ROAD|GROTON|CT|06340|860-445-0194|1-860-449-6926|RGSENT@AOL.COM|0000104692
ROSS MUSIC|AIRPORT PLAZA|||1800 POST ROAD|WARWICK|RI|02886|401-738-7677|1-401-738-7772|daverossmusic@msn.com|0000104694
ROSSI MUSIC||||4901 W. 95TH STREET|OAK LAWN|IL|60453|708-424-6200|1-708-424-6293|lds757@aol.com|0000104695
ROSSI MUSIC||||2798 COUNTY RD #10|CANANDAIGUA|NY|14424|585-394-1191|1-212-858-5770|rossimusic@hotmail.com|0000104696
ROXY MUSIC, DBA|KABELIN HARDWARE COMPANY|||1012 LINCOLN WAY|LA PORTE|IN|46350|219-362-2340|1-219-325-0375|roxy_music@verizon.net|0000104697
ROYAL MUSIC||||1966 ROCAKWAY PARKWAY|BROOKLYN|NY|11236|718-241-3330|1-718-241-3516|royalbklyn@aol.com|0000104699
RS DISTRIBUTING||||921 S BASALT|SPOKANE|WA|99224|509-456-6040|425-484-7755|dan@rsmarketing.net|0000104702
RUDY'S MUSIC*****||||169 W. 48TH STREET|NEW YORK|NY|10036|212-391-1699|1-212-768-3782||0000104706
RUSSO MUSIC CENTER||||1989 ARENA DRIVE|HAMILTON|NJ|08610|(609) 888-0620|1-609-888-3492|BUYER@RUSSOMUSIC.COM|0000104707
RUTLANDS MUSIC INC||||2541 BEMIS RD|VALDOSTA|GA|31602|229-242-1222|1-229-242-1631||0000104708
S M HANSON MUSIC||||335 S. Clark|SALINA|KS|67401|785-825-6273|1-785-825-6274||0000104711
SOUND ENGINEERING|SE SYSTEMS|||2605 PHOENIX DRIVE|GREENSBORO|NC|27406-6320|336-544-2077|1-336-544-2088|jrluther@sesystems.com|0000104712
SCHMITT MUSIC||||2400 FREEWAY BLVD|BROOKLYN CTR|MN|55430|763-566-6530|1-763-566-4763|adam.grath@schmittmusic.com|0000104722
AUDIO LIGHT & MUSIC||||5957 E.VIRGINIA BEACH BLVD. STE#5|NORFOLK|VA|23502|757-853-2424|757-857-6965|rome@AUDIOLIGHT.COM|0000104731
SEIDEL MUSIC||||340 THAIN ROAD|LEWISTON|ID|83501|208-743-7865|||0000104734
SEMINOLE MUSIC||||10720 74TH AVE. N #E|SEMINOLE|FL|33772|727-391-3892|1-727-393-2981|john@seminolemusic.com|0000104736
SERVICE ORDERS - CIA||||8760 SO SANDY PKWY|SANDY|UT|84070||||0000104739
SERVICE ORDERS - COD||||8760 SO SANDY PKWY|SANDY|UT|84070||||0000104740
SHELBY MUSIC CENTER|DBA SHELBY MUSIC CENTER|||306 S LAFAYETTE ST|SHELBY|NC|28150|(704) 487-7404|1-704-487-9280|shelbymusic2002@yahoo.com|0000104747
SHENANDOAH MUSIC, INC||||2133 S LOUDOUN ST|WINCHESTER|VA|22601|540-665-2781|1-540-665-2790|shenmus@shentel.net|0000104748
SHORT SOUND SYSTEMS||||250 HIGH ACRES ROAD|HARMONY|PA|16037|(724)453-1401|1-724-453-1406|shortsnd@fyi.net|0000104752
GUITAR SHOWCASE|SHOWCASE MUSIC CORP.|||3090 S.BASCOM AVE.|SAN JOSE|CA|95124|408-377-5864|1-408-377-3701|tim@guitarchowcase.com|0000104755
SHOWTIME MUSIC, INC.||||2435 MEADOWBROOK MALL|BRIDGEPORT|WV|26330|304-842-3560|1-304-842-7534|showtimemusic@citynet.net|0000104757
SHREVEPORT MUSIC CO.||||1815 EAST 70TH STREET|SHREVEPORT|LA|71105-5301|318-798-6000|1-318-797-4572|DTEACH@NWLA.COM|0000104758
SIGHT & SOUND||||1038 BAYVIEW ROAD|PETOSKEY|MI|49770|231-347-7810|1-231-347-9704|brianp@freeway.net|0000104760
SIGHT & SOUND PROD., INC.|DBA:SIGHT&SOUND WORLD MUSIC SUPPLY|||2414 W.7TH STREET|MUNCIE|IN|47302|765-213-6085|1-765-213-6095|jstruble@worldmusicsupply.com|0000104761
SIGNAL MARKETING||||7101 SO 400 W #2E|MIDVALE|UT|84047|801-255-8377|1-801-255-8950|sigstrum@aol.com|0000104765
SIM MUSIC||||13390 W. DIXIE HIGHWAY|N. MIAMI|FL|33161|305-891-9351|1-305-891-9351|wberns3415@aol.com|0000104767
SIOUX FALLS MUSIC CO||||1209 WEST 41st STREET|SIOUX FALLS|SD|57105|(605) 334-5361|1-605-334-6057|DON@SIOUXFALLSMUSIC.COM|0000104773
SKIPS MUSIC INC||||2740 AUBURN BLVD|SACRAMENTO|CA|95821|(916) 484-7575|1-916-484-7610|SKIP@SKIPSMUSIC.COM|0000104775
SL SPOTTO CO., INC.||||805 W. CRAWFORD AVE|CONNELLSVILLE|PA|15425|724-628-8010|1-412-628-5240||0000104777
SLUGGO MUSIC||||2710 6TH AVE|TACOMA|WA|98406|253-272-7584|1-253-272-7578||0000104779
SMITH AUDIO VISUAL INC.||||310 S.W. 6TH AVENUE|TOPEKA|KS|66603|785-235-3481|1-785-235-3485|sales@smithav.com|0000104781
SOLUTIONS****||||4334 SUNSET BLVD.|LOS ANGELES|CA|90029|323-666-4161|1-323-660-1245||0000104783
SONSHINE AUDIO|DBA: SONSHINE MINISTRIES, INC|||24184 HWY 72 EAST|ATHENS|AL|35613|256-232-4364|256-232-4320|sonshineaud50834@bellsouth.net|0000104786
HIGH PERFORMANCE AV||||921 HIGHLAND ST|ROSEBURG|OR|97470|541-677-8894|541-677-8894|sales@sound-n-light.comt|0000104788
SOUND ASSOCIATES MUSIC||||225 NO.PERRY STREET|LAWRENCEVILLE|GA|30045|770-963-8701|1-770-682-9505||0000104791
SOUND AUTHORITY||||236 WEST BEN HOGAN|PUEBLO WEST|CO|81007|719-547-2992|1-719-543-5052||0000104792
SOUND CORE MUSIC||||122 SO ILLINOIS AVENUE|CARBONDALE|IL|62901|618-457-5641|1-618-457-0280|rentals@soundcoremusic.com|0000104797
SOUND FORCE||||1857 WAYNE AVE|DAYTON|OH|45410|(937) 256-6200|1-937-256-3520|SFISALES@ATT.NET|0000104801
SOUND IDEAS INC||||3671 KARL ROAD|COLUMBUS|OH|43224|(614) 263-3720|1-614-263-1823|KEITHB@SIDEAS.COM|0000104803
SOUND N MUSIC||||5432 NEW CUT ROAD|LOUISVILLE|KY|40214|502-361-9512|1-502-361-5299||0000104810
SOUND PLANNING DISTRIBUTORS, INC.||||5726 SW 103 AVE|COOPER CITY|FL|33328|954-434-3991|1-954-680-0193|dave@soundplanning.biz|0000104813
SOUND POST|DBA: CARTER AND ROBERTS, INC.|||103 DIRECT CONNECTION DR|ROSSVILLE|GA|30741|706-891-9400|706-891-3629|info@thesoundpostonline.com|0000104814
SOUND PRODUCTIONS||||10480 SHADY TRAIL #104|DALLAS|TX|75220|(214) 351-5373|1-214-351-6782|toi@soundpro.com|0000104815
SOUND SERVICES||||4401 4th Ave South|Birmingham|AL|35222|205-595-4530|205-595-4534|sales@tomssound.com|0000104817
SYSTEM SOLUTIONS NORTHWEST INC|AKA: SOUND SOLUTIONS NORTHWEST INC|||450 N. QUAY ST, SUITE A|KENNEWICK|WA|99336|509-783-8272|1-509-783-8350|BNELSON@SSNW.BIZ|0000104819
SOUND SOURCE MUSIC||||1609 BROADWAY AVE.|MATTOON|IL|61938|217-258-8919|1-217-235-2082|mike@soundsourcemusic.com|0000104820
SOUND STAGE INC||||6869 STAPOINT CT STE 105|WINTER PARK|FL|32792|(407) 679-5090|1-407-679-5091|BILL@SOUNDSTAGEINC.COM|0000104821
SOUND TOWN, INC.||||1233 W. ALAMEDA AVENUE|DENVER|CO|80223|303-733-3336|1-303-733-3069||0000104825
SOUND VIBRATIONS INC||||P O BOX 31524|CORPUS CHRISTI|TX|78463|(361) 884-8981|1-361-884-3343|SOUNDVIBRATIONS@INTERCONNECT.NET|0000104826
SPECTRUM AUDIO, INC.||||3161 VIA CALIENTE DEL SOL|JAMUL|CA|91935|619-528-8470|1-619-741-8084|SPECTRUMAUDIO@COX.NET|0000104829
SOUNDHILL TECHNOLOGIES, LLC||||PO BOX 186|HOLDEN|LA|70744|225-567-5539|1-225-567-6502|timhill@soundhillmusic.com|0000104830
SOUNDSHINE INC||||1967 NE 149TH ST|NORTH MIAMI|FL|33181|(305) 947-9087|1-305-949-5589|sndshine@aol.com|0000104832
SOUNDSTAGE MUSIC & SOUND||||PO BOX 20057|HOUMA|LA|70360|985-851-7454|1-985-851-7454|KELLEHER_C@MSN.COM|0000104833
SOUTH SHORE MUSIC||||13 WASHINGTON STREET|WEYMOUTH|MA|02188|781-331-3333|1-781-331-3941|ssmusic@beld.net|0000104836
Southeastern System Tech/ SE Busine||||P.O. Box 780|Baxley|GA|31515|912-366-9525|1-912-366-9528||0000104838
SOUTHERN MUSIC CO.||||1102-A 16TH AVENUE EAST|CORDELE|GA|31015|229-273-0883|1-229-276-9830|RANDY@MYSOUTHERNMUSIC.COM|0000104841
SOUTHWIND SOUND||||12 COMMERCE COURT|ROME|GA|30161|706-291-6491|1-706-291-6464||0000104843
THE SPEAKER SHOP||||9074 MARKET STREET|NORTH LIMA|OH|44452|330-758-6911|1-330-758-7382||0000104846
SPEIR MUSIC||||510 S. GARLAND AVE.|GARLAND|TX|75040|972-272-1700|1-972-487-9072||0000104851
SPITZER MUSIC MANAGEMENT CO|||FRESNO STORE|5447 TELEGRAPH AVENUE|OAKLAND|CA|94609|(510) 652-1553|1-510-652-6575|soundcontracting@sbcglobal.net|0000104854
SPOTTS MUSIC CENTER||||773 WILLOW ROAD|PUNXSUTAWNY|PA|15767|814-938-7699|1-814-938-4222||0000104856
ST. LOUIS MUSIC CO|(AKG ONLY)|||16220 WOODINVILLE-REDMOND ROAD N.E.|WOODINVILLE|WA|98072|425-487-4333|425-487-4337|DTROUT@STLOUISMUSIC.COM|0000104860
STAFFORD'S MUSIC||||1320 D. SO.MEMORIAL BLVD.|MARTINSVILLE|VA|24112|540-656-1555|1-540-656-1556||0000104861
STAN HEBERT'S MUSIC SHOPPE||||2218 WEST THOMAS STREET|HAMMOND|LA|70401|985-345-0172|1-985-345-0133|herbertmusic@I-SS.NET|0000104865
STARVING MUSICIANS||||3427 EL CAMINO REAL|SANTA CLARA|CA|95051|408-554-9041|1-408-554-9598|QUICKGUITAR@GMAIL.COM|0000104870
STEAM MUSIC & PRO SOUND||||3300 SW TOPEKA BLVD. #2|TOPEKA|KS|66611|785-267-3771|1-785-267-3775|DON@STEAMMUSIC.COM|0000104872
STEPHENS MUSIC||||108 1/2 N WALL STREET|CALHOUN|GA|30701|706-629-5500|1-706-602-1851||0000104875
Strains Of Music, Inc.||||67 Academy Street|Waynesville|NC|28786|828-456-3331|1-828-456-7793|incstrains@bellsouth.net|0000104880
STRATEGY V DISTRIBUTION||||976 PORTLAND AVE|ST PAUL|MN|55104|651-225-9141|1-651-225-9083|errolj@aol.com|0000104882
STRING SHOP||||601 BENTON ROAD SQ#7|BOSSIER CITY|LA|71111|318-746-6417|1-318-746-6401|thestringshop@aol.com|0000104883
STUDIO E MUSIC, INC|SUITE 115|||70 N.PLAINS RD|THE PLAINS|OH|45780|740-593-3998|1-740-797-0834|tim@studioemusic.net|0000104888
STYLES MUSIC||||777 E. FOOTHILL BLVD.|POMONA|CA|91767|909 621-0549|1-909-625-7660|LOU@STYLESMUSIC.COM|0000104891
SUBSTRATE ENGINEERING|||ATTN: ANDREW FIELD|26260 COUNTY ROAD 98,|DAVIS|CA|95616|530-756-7312|1-530-756-7372|AGEDHORSE@AOL.COM|0000104892
SUNNYSIDE MUSIC STORE||||417 S. 6TH STREET|SUNNYSIDE|WA|98944|509-839-8448|1-509-839-5808||0000104896
SUPER ELECTRONICS|DBA: H&Y SUPER ELECTRONICS, INC.|||1028 SAN FERNANDO RD|SAN FERNANDO|CA|91340|818-365-3504|1-818-365-7164|SUPERELECTRONICS@VERIZON.NET|0000104900
SUTHERLAND SIGHT & SOUND||||3906 N. JACKSON HWY|SHEFFIELD|AL|35660|256-381-1995|1-256-381-1998|robin@sutherlandsound.com|0000104903
SWORDS MUSIC CO||||4300 E LANCASTER|FT WORTH|TX|76103|817-536-8742|1-817-536-4293||0000104907
T.U.P.H. ENTERPRISES INC***|P.O. BOX 238162||||ALLANDALE|FL|32123-8162|904-756-0689|||0000104911
TAILOR MADE SOUND||||113 WEST PLANE STREET|BETHEL|OH|45106|513-734-3032|||0000104913
TARPLEY MUSIC CO.||||P.O. BOX 8150|AMARILLO|TX|79114|806-355-0795|1-806-353-6923|david@tarpleymusic.com|0000104916
TSI TECHNI-SERVE INDUSTRIES (SVC)||||80 GREENWOOD AVENUE SUITE # 3|MIDLAND PARK|NJ|07432|201-670-1767|1-201-444-8176|tsiadmin@mindspring.com|0000104928
TG MUSIC||||123 S MAIN ST|GOSHEN|IN|46526|574-534-1243|1-574-534-7730|tgmusic@verizon.net|0000104943
THE MUSIC MART INC.||||227 E. BEAVER AVE.|STATE COLLEGE|PA|16801|814-238-3711|1-814-238-6199|MUSICM@PENN.COM|0000104952
THE MUSIC STORE||||2266 NO. DIXIE HWY.|BOCA RATON|FL|33431|561-750-4070|1-561-750-4099||0000104955
THIELS MUSIC CENTER LTD||||1375 COMMERCIAL ST|ASTORIA|OR|97103|360-577-8138|1-360-575-8929|thiels_daryl@qwestoffice.net|0000104963
THOMAS AUDIO SERVICES||||878 FOLEY STREET|JACKSON|MS|39202|(601) 354-9050|1-601-352-8346||0000104965
TILLMAN MUSIC*****|PO BOX 2371||||GASTONIA|NC|28053-2371|704-867-2397|||0000104967
TOM PICKETT MUSIC||||2422 NATIONAL RD|COLUMBUS|IN|47201|812-372-6700|1-317-372-6911||0000104976
TOMS RIVER MUSIC||||635 BAY AVE.|TOMS RIVER|NJ|08753|732-240-5454|1-732-240-3238|tomsrivermusic@verizon.net|0000104977
TOP AUDIO USA, INC.||||18901 NW 2ND AVE.|MIAMI|FL|33169|305-653-2594|1-305-652-9671|jk@topaudiousa.com|0000104978
TOTAL ENTERTAINMENT||||501 INTERNATIONAL SPEEDWAY BLVD.|DAYTONA BEACH|FL|32114|(386) 254-8727|1-386-253-9090|swte@cfl.rr.com|0000104981
TOWER PRODUCTS|DBA: MARKERTEX VIDEO SUPPLY INC.|||PO BOX 397|SAUGERTIES|NY|12477|845-246-3036|1-845-246-1757|purchasing@towerpower.com|0000104984
TOWER SOUND||||1153 W. MCCONNELL RD.|FREEPORT|IL|61032|815-789-3122|1-815-789-4260|TSOUND@AEROINC.NET|0000104985
TREASURE COAST JEWELERS||||1126 21ST STREET|VERO BEACH|FL|32960|772-567-3185|1-772-299-3800|tcjminc@bellsouth.net|0000104987
Tri-Media||||7512 CLAIRMONT MESA BLVD.|San Diego|CA|92111-1504|858-467-7121|1-858-467-7120||0000104989
TRINGAS MUSIC||||1502 CREIGHTON ROAD|PENSACOLA|FL|32504-7143|850-477-2210|1-850-477-2925|gtringas@tringas.com|0000104991
TRIPLE R GUITARS||||300 MARKET STREET|LEMOYNE|PA|17043|717-730-9028|1-717-730-9029|triplerguitar@mindspring.com|0000104994
TRI-TRONICS PRO. ELECTRONICS, LLC||||P.O. BOX 1055|LILLINGTON|NC|27546|(910) 893-4183|1-910-483-6702||0000104995
TROLL MUSIC||||520 E. VENICE AVE.|VENICE|FL|34285|941-484-8765|1-941-484-8765|trollmusic@daystar.net|0000104996
TROPICAL MUSIC OF PR.|||||SAN JUAN|PR|00910-0733|787-726-1750|1-787-727-8181|'boyde@tropicalmusicpr.com'|0000104999
TROXELL COMMUNICATIONS||||4830 SOUTH 38TH STREET|PHOENIX|AZ|85040|602/437-7240|1-602-437-7265|purchasing@trox.com|0000105000
TUSCULUM MUSIC||||4726 NOLENSVILLE ROAD|NASHVILLE|TN|37211|615-832-5093|1-615-832-8391|tmimusic@aol.com|0000105004
TWIN VILLAGE MUSIC||||44 CENTRAL AVE.|LANCASTER|NY|14086|716-683-4879|1-716-686-9753||0000105007
PHIL UHLIK MUSIC||||2160 E DOUGLAS|WICHITA|KS|67214|316-262-2840|1-316-262-2884|SALES@PHILUHLIKMUSIC.COM|0000105009
UNCLE IKES MUSIC CORP|||DBA UNCLE IKES MUSIC & SOUND|2300 JFK RD.|DUBUQUE|IA|52002|563-556-6052|1-563-585-1040|uncleikes@aol.com|0000105011
UNGA BUNGA MUSIC||||848 JOE CLIFTON DR|PADUCAH|KY|42001|270-441-9000|1-270-442-8349|UNGABUNGA@APEX.NET|0000105012
UNISTAGE INC||||330 GENESSE STREET|BUFFALO|NY|14204|(716) 853-6500|1-716-853-6503|rlovejoy@unistage.com|0000105015
UNITED SOUND TECHNOLOGIES||||1749 STATE RD|CUYAHOGA FALLS|OH|44223|330-929-1002|1-330-929-5329||0000105016
UPTOWN MUSIC||||3827 RIVER ROAD N|KEIZER|OR|97303|503-393-4437|1-503-393-7590|uptown_music@msn.com|0000105017
VALLEY MUSIC STORE||||530 E. MAIN ST.|EL CAJON|CA|92020|619-444-7686|1-619-444-7341||0000105018
